denom,type,stat,alpha,sample_mean,sample_sd
560,PA,2B_pct,0.330014915,28.17320261,6.316740614
560,PA,3B_pct,0.578560383,2.826797386,2.580183998
570,PA,K_pct,0.921755693,98.94876325,31.99993125
570,PA,BB_pct,0.841437305,47.27031802,16.45834868
570,PA,OBP,0.595187933,191.5282686,17.70120978
570,PA,HR,0.777076247,18.07420495,8.833652808
570,PA,HBP,0.613592649,4.740282686,3.483163437
570,PA,X1B,0.724323937,91.60600707,16.66128678
570,PA,wOBA,0.5981782,196.4708198,20.0368115
570,PA,2B_pct,0.323248923,28.76501767,6.350213898
570,PA,3B_pct,0.591384966,2.835689046,2.624499643
580,PA,K_pct,0.923149516,99.93436293,32.47185266
580,PA,BB_pct,0.845063396,48.24324324,16.81721919
580,PA,OBP,0.605329935,195.5733591,18.09841527
580,PA,HR,0.786585869,18.3996139,9.10802141
580,PA,HBP,0.615559369,4.828185328,3.524358041
580,PA,X1B,0.730298724,93.55791506,17.01687424
580,PA,wOBA,0.611139094,200.5452548,20.55527036
580,PA,2B_pct,0.328367879,29.47104247,6.450985506
580,PA,3B_pct,0.578761842,2.857142857,2.594976762
590,PA,K_pct,0.921587279,101.1743697,32.37284526
590,PA,BB_pct,0.845363441,49.19117647,16.99756038
590,PA,OBP,0.605367322,199.7542017,18.27245506
590,PA,HR,0.790753192,18.83613445,9.305258105
590,PA,HBP,0.619791357,4.941176471,3.584866713
590,PA,X1B,0.727422019,95.7289916,17.11263245
590,PA,wOBA,0.618291767,204.8155105,20.94973035
590,PA,2B_pct,0.337633778,29.98109244,6.551629742
590,PA,3B_pct,0.552530403,2.880252101,2.528229824
600,PA,K_pct,0.923255874,102.8367347,32.99153627
600,PA,BB_pct,0.85038174,49.84580499,17.39602324
600,PA,OBP,0.600739431,203.3015873,18.32366136
600,PA,HR,0.798630592,19.16099773,9.565749645
600,PA,HBP,0.616124979,5.102040816,3.625167132
600,PA,X1B,0.729156872,97.53514739,17.32521187
600,PA,wOBA,0.610068041,208.5269569,20.91451302
600,PA,2B_pct,0.358407683,30.52154195,6.715999444
600,PA,3B_pct,0.572386383,2.977324263,2.629281462
10,AB,AVG,0.080526106,2.392184425,1.400416008
10,AB,SLG,0.12071453,3.724486927,2.713130862
10,AB,ISO,0.134716241,1.332302502,1.758413684
20,AB,AVG,0.098300925,4.845011876,2.012073463
20,AB,SLG,0.152943509,7.514251781,3.922902524
20,AB,ISO,0.189228375,2.669239905,2.575243291
30,AB,AVG,0.106301885,7.360573924,2.487985266
30,AB,SLG,0.155712983,11.49189021,4.888500599
30,AB,ISO,0.206160327,4.131316282,3.260586542
40,AB,AVG,0.111855564,9.880529545,2.889647606
40,AB,SLG,0.192169418,15.40587665,5.783195747
40,AB,ISO,0.26391889,5.52534711,3.921395803
50,AB,AVG,0.141127161,12.3942914,3.288960054
50,AB,SLG,0.20331532,19.30102887,6.51293449
50,AB,ISO,0.279177865,6.906737471,4.430621789
60,AB,AVG,0.140787925,15.01130524,3.614314836
60,AB,SLG,0.228812216,23.43987667,7.302463703
60,AB,ISO,0.324808906,8.428571429,5.061610041
70,AB,AVG,0.181015604,17.55728982,4.001219549
70,AB,SLG,0.263781662,27.42426392,8.083545755
70,AB,ISO,0.357854753,9.866974104,5.616724345
80,AB,AVG,0.189921323,20.12973761,4.306004481
80,AB,SLG,0.283150663,31.51530612,8.794310898
80,AB,ISO,0.383819667,11.38556851,6.166426465
90,AB,AVG,0.203515109,22.69262449,4.609331225
90,AB,SLG,0.297155749,35.56608012,9.438626647
90,AB,ISO,0.405254202,12.87345563,6.673364463
100,AB,AVG,0.22873652,25.27912341,4.941323258
100,AB,SLG,0.312171665,39.69242599,10.09157952
100,AB,ISO,0.420759493,14.41330258,7.16376297
110,AB,AVG,0.236056367,27.89809675,5.213369247
110,AB,SLG,0.333788207,43.79500397,10.76485933
110,AB,ISO,0.447823584,15.89690722,7.702912792
120,AB,AVG,0.247538734,30.51121076,5.491315318
120,AB,SLG,0.354423255,48.03220546,11.47225989
120,AB,ISO,0.46610391,17.5209947,8.235228725
130,AB,AVG,0.24845058,33.17456987,5.726460558
130,AB,SLG,0.364956956,52.27024759,12.07146994
130,AB,ISO,0.48318582,19.09567772,8.74371996
140,AB,AVG,0.254454905,35.82327771,5.972110327
140,AB,SLG,0.373412124,56.45485665,12.62942394
140,AB,ISO,0.496646051,20.63157895,9.211131533
150,AB,AVG,0.278669215,38.49494505,6.290277146
150,AB,SLG,0.387708164,60.60659341,13.22544689
150,AB,ISO,0.511800774,22.11164835,9.679554415
160,AB,AVG,0.27337988,41.20471014,6.48093195
160,AB,SLG,0.390652771,64.88722826,13.71763472
160,AB,ISO,0.524543986,23.68251812,10.15463684
170,AB,AVG,0.300529235,43.89939167,6.814261634
170,AB,SLG,0.41615855,69.18390267,14.47105348
170,AB,ISO,0.546305439,25.284511,10.74018621
180,AB,AVG,0.298145303,46.59021113,7.005862722
180,AB,SLG,0.418185586,73.45729367,14.94048361
180,AB,ISO,0.554912911,26.86708253,11.18186804
190,AB,AVG,0.317036536,49.21666667,7.298317654
190,AB,SLG,0.434729703,77.69117647,15.60050931
190,AB,ISO,0.568503964,28.4745098,11.6988255
200,AB,AVG,0.33104455,51.93585859,7.572017514
200,AB,SLG,0.447062701,82.12070707,16.22638839
200,AB,ISO,0.580623372,30.18484848,12.21725901
210,AB,AVG,0.330814934,54.65815529,7.763976259
210,AB,SLG,0.451602214,86.53048463,16.73824688
210,AB,ISO,0.588929208,31.87232934,12.69079048
220,AB,AVG,0.344563327,57.43522484,8.037244656
220,AB,SLG,0.463151155,90.98608137,17.34849697
220,AB,ISO,0.599559602,33.55085653,13.19391382
230,AB,AVG,0.343892954,60.2382791,8.222588531
230,AB,SLG,0.462398509,95.51792609,17.76919519
230,AB,ISO,0.604199657,35.27964699,13.61329735
240,AB,AVG,0.36070229,62.95076401,8.512887987
240,AB,SLG,0.47970496,99.92359932,18.47965252
240,AB,ISO,0.617829198,36.97283531,14.18113481
250,AB,AVG,0.362901507,65.7866354,8.712829227
250,AB,SLG,0.484083951,104.5463072,18.98965364
250,AB,ISO,0.626808493,38.75967175,14.69640899
260,AB,AVG,0.365351679,68.59711365,8.91030536
260,AB,SLG,0.494750894,109.0402886,19.59653664
260,AB,ISO,0.638928192,40.44317498,15.26533042
270,AB,AVG,0.366151914,71.36521739,9.091457555
270,AB,SLG,0.501902808,113.4701863,20.1334434
270,AB,ISO,0.647141307,42.10496894,15.75699673
280,AB,AVG,0.373828272,74.23431498,9.32391828
280,AB,SLG,0.506049573,118.0659411,20.61887159
280,AB,ISO,0.65238674,43.83162612,16.19576581
290,AB,AVG,0.379856022,77.06640106,9.542190277
290,AB,SLG,0.510840544,122.7662683,21.14458574
290,AB,ISO,0.659648959,45.6998672,16.7206944
300,AB,AVG,0.390575826,79.81339713,9.793492123
300,AB,SLG,0.524429808,127.1736159,21.8244128
300,AB,ISO,0.670522675,47.36021873,17.29773011
310,AB,AVG,0.392974817,82.53300562,9.977502759
310,AB,SLG,0.535486087,131.5941011,22.47583837
310,AB,ISO,0.681179835,49.06109551,17.91013102
320,AB,AVG,0.400084261,85.29963899,10.20110819
320,AB,SLG,0.541992856,136.100361,23.02494641
320,AB,ISO,0.68666612,50.80072202,18.38499245
330,AB,AVG,0.412818482,88.11003717,10.4762243
330,AB,SLG,0.548718906,140.7539033,23.60396112
330,AB,ISO,0.692402973,52.64386617,18.89799553
340,AB,AVG,0.413569161,90.94004612,10.64667964
340,AB,SLG,0.554891122,145.2605688,24.1393816
340,AB,ISO,0.699378717,54.32052267,19.41829712
350,AB,AVG,0.421622224,93.78243671,10.88328529
350,AB,SLG,0.566653806,149.903481,24.85425808
350,AB,ISO,0.707713831,56.1210443,20.01358367
360,AB,AVG,0.42748457,96.77868852,11.10558787
360,AB,SLG,0.57261224,154.8196721,25.43399068
360,AB,ISO,0.710703005,58.04098361,20.45547699
370,AB,AVG,0.437330271,99.55405405,11.35966008
370,AB,SLG,0.574382133,159.4493243,25.88081401
370,AB,ISO,0.713180355,59.89527027,20.87395279
380,AB,AVG,0.441896029,102.3499563,11.56297073
380,AB,SLG,0.576351776,164.0656168,26.3293514
380,AB,ISO,0.71574751,61.71566054,21.29754575
390,AB,AVG,0.437461314,105.2184332,11.67468132
390,AB,SLG,0.58388721,168.7963134,26.95777047
390,AB,ISO,0.723636518,63.57788018,21.93096913
400,AB,AVG,0.442934149,108.1266667,11.88875001
400,AB,SLG,0.592810232,173.6209524,27.64370786
400,AB,ISO,0.731547489,65.49428571,22.58154307
410,AB,AVG,0.453923064,111.0277228,12.16345661
410,AB,SLG,0.595458641,178.4980198,28.13824177
410,AB,ISO,0.734606917,67.47029703,23.06146415
420,AB,AVG,0.456522154,113.9022403,12.34612177
420,AB,SLG,0.600715678,183.2362525,28.70265129
420,AB,ISO,0.73921756,69.33401222,23.58640489
430,AB,AVG,0.465047661,116.7842721,12.59716311
430,AB,SLG,0.607094912,187.6716259,29.25710556
430,AB,ISO,0.742864226,70.88735388,24.00709247
440,AB,AVG,0.475693499,119.759733,12.87986733
440,AB,SLG,0.607236181,193.0200222,29.72744863
440,AB,ISO,0.743785441,73.26028921,24.47700371
450,AB,AVG,0.475908341,122.5694282,13.03124028
450,AB,SLG,0.612173135,197.5752625,30.26358881
450,AB,ISO,0.746383904,75.00583431,24.88785527
460,AB,AVG,0.476927175,125.4945055,13.19473877
460,AB,SLG,0.614533705,202.4395604,30.73416579
460,AB,ISO,0.748236763,76.94505495,25.30132653
470,AB,AVG,0.478157452,128.5963303,13.36533249
470,AB,SLG,0.610647509,207.7693316,30.99469522
470,AB,ISO,0.745549767,79.17300131,25.52902635
480,AB,AVG,0.482384398,131.5958333,13.57047168
480,AB,SLG,0.616363179,212.7305556,31.60222453
480,AB,ISO,0.747715024,81.13472222,25.96434733
490,AB,AVG,0.493158286,134.3797654,13.85707624
490,AB,SLG,0.625367708,217.1026393,32.29177769
490,AB,ISO,0.753586571,82.7228739,26.52044963
500,AB,AVG,0.475347965,137.8655063,13.78252919
500,AB,SLG,0.626473433,222.8591772,32.76063278
500,AB,ISO,0.756946867,84.99367089,27.07464515
10,BIP,BABIP,0.069598272,2.870846576,1.477310908
10,BIP,wOBABIP,0.08518075,2.846661081,1.510620156
20,BIP,BABIP,0.076136261,5.816017316,2.10837887
20,BIP,wOBABIP,0.080431778,5.772115646,2.146879269
30,BIP,BABIP,0.095310508,8.738002594,2.611528254
30,BIP,wOBABIP,0.107237164,8.681016213,2.67355854
40,BIP,BABIP,0.119431941,11.69215224,3.060080506
40,BIP,wOBABIP,0.140809982,11.6107932,3.149300982
50,BIP,BABIP,0.132804955,14.67405843,3.452299606
50,BIP,wOBABIP,0.15529926,14.56945723,3.555550149
60,BIP,BABIP,0.141870115,17.66263736,3.805758737
60,BIP,wOBABIP,0.162687331,17.54360623,3.918517993
70,BIP,BABIP,0.141199744,20.63031915,4.111303056
70,BIP,wOBABIP,0.161899346,20.48590198,4.23158839
80,BIP,BABIP,0.167826965,23.60941828,4.466178693
80,BIP,wOBABIP,0.184831397,23.44082984,4.587617609
90,BIP,BABIP,0.20264795,26.63349713,4.842584719
90,BIP,wOBABIP,0.218009617,26.46481368,4.976391553
100,BIP,BABIP,0.220211978,29.61174968,5.162764556
100,BIP,wOBABIP,0.235707479,29.41249383,5.304640098
110,BIP,BABIP,0.238790999,32.61999119,5.48257361
110,BIP,wOBABIP,0.24914639,32.403631,5.616400751
120,BIP,BABIP,0.258302719,35.71070615,5.806955971
120,BIP,wOBABIP,0.268052476,35.46979043,5.946879108
130,BIP,BABIP,0.282755863,38.73371105,6.148063397
130,BIP,wOBABIP,0.292183087,38.48106232,6.297646311
140,BIP,BABIP,0.29211715,41.79091353,6.425926187
140,BIP,wOBABIP,0.303129665,41.53002247,6.592779228
150,BIP,BABIP,0.313129095,44.87291139,6.756328444
150,BIP,wOBABIP,0.323892243,44.59049418,6.931791023
160,BIP,BABIP,0.315019525,47.90358272,6.989764172
160,BIP,wOBABIP,0.327179569,47.60825659,7.17986109
170,BIP,BABIP,0.308649406,50.94318182,7.1743329
170,BIP,wOBABIP,0.322030447,50.62201407,7.374212506
180,BIP,BABIP,0.320627639,53.96567248,7.448127902
180,BIP,wOBABIP,0.330306951,53.62395892,7.635659689
190,BIP,BABIP,0.320203411,57.08866706,7.65523297
190,BIP,wOBABIP,0.330039661,56.74549677,7.851511144
200,BIP,BABIP,0.330635412,60.20306748,7.919243437
200,BIP,wOBABIP,0.343636315,59.84383558,8.142776904
210,BIP,BABIP,0.345932574,63.3133758,8.212669529
210,BIP,wOBABIP,0.361804374,62.9335293,8.465260538
220,BIP,BABIP,0.357547249,66.35965494,8.482740348
220,BIP,wOBABIP,0.37260307,65.96154147,8.740020536
230,BIP,BABIP,0.369899477,69.45203589,8.760507365
230,BIP,wOBABIP,0.387301043,69.01817667,9.042899324
240,BIP,BABIP,0.37099363,72.48575499,8.957439364
240,BIP,wOBABIP,0.389457555,72.03494587,9.254639899
250,BIP,BABIP,0.373327888,75.67111111,9.16506943
250,BIP,wOBABIP,0.390896422,75.20770444,9.46405676
260,BIP,BABIP,0.387229319,78.77717391,9.454386833
260,BIP,wOBABIP,0.404928083,78.28384938,9.765162109
270,BIP,BABIP,0.405422378,81.82444627,9.781035884
270,BIP,wOBABIP,0.429914664,81.30154553,10.16520556
280,BIP,BABIP,0.408078487,84.91071429,9.985079294
280,BIP,wOBABIP,0.429634051,84.36378146,10.3515631
290,BIP,BABIP,0.418884376,87.99288256,10.25741454
290,BIP,wOBABIP,0.435398469,87.41736655,10.58908826
300,BIP,BABIP,0.421492621,91.15549348,10.46090813
300,BIP,wOBABIP,0.435914907,90.57500186,10.78201264
310,BIP,BABIP,0.420898732,94.35230618,10.63377326
310,BIP,wOBABIP,0.437743254,93.71548577,10.97877149
320,BIP,BABIP,0.425512995,97.65388601,10.85534832
320,BIP,wOBABIP,0.442023831,96.9978487,11.20672618
330,BIP,BABIP,0.425983999,100.8494624,11.03321752
330,BIP,wOBABIP,0.440852327,100.1693398,11.37365684
340,BIP,BABIP,0.434993432,103.7245714,11.28194025
340,BIP,wOBABIP,0.448925838,102.999976,11.61926869
350,BIP,BABIP,0.440903977,106.8992629,11.51093066
350,BIP,wOBABIP,0.451072159,106.1242224,11.81249041
360,BIP,BABIP,0.449831836,110.0704961,11.77169493
360,BIP,wOBABIP,0.457218343,109.243064,12.04779845
370,BIP,BABIP,0.451801272,113.3291317,11.96158262
370,BIP,wOBABIP,0.459168647,112.4743137,12.24235487
380,BIP,BABIP,0.462525506,116.2599388,12.23793029
380,BIP,wOBABIP,0.473766028,115.2988532,12.56145881
390,BIP,BABIP,0.468146823,119.4775374,12.4683564
390,BIP,wOBABIP,0.478903249,118.4811547,12.79300152
400,BIP,BABIP,0.452390451,122.5092937,12.44402391
400,BIP,wOBABIP,0.458467008,121.432316,12.70175462
